transaction_id,customer_id,amount,payment_method,device,timestamp,status,failure_reason,retry_count,customer_type,checkout_started,checkout_completed
TX000041,C05531,2100.69,CARD,mobile,2026-08-13 11:34:00,success,,0,new,True,True
TX000042,C05927,3245.39,UPI,mobile,2026-08-30 17:17:00,success,,0,returning,True,True
TX000043,C09962,1464.56,UPI,mobile,2026-08-15 14:36:00,success,,0,returning,True,True
TX000044,C04334,654.52,NETBANKING,mobile,2026-08-01 18:51:00,success,,0,returning,True,True
TX000045,C07208,1065.65,UPI,mobile,2026-08-17 07:49:00,success,,0,new,True,True
TX000046,C07868,3834.2,CARD,mobile,2026-08-19 14:18:00,success,,0,returning,True,True
TX000047,C00960,1175.72,CARD,mobile,2026-08-28 18:38:00,success,,0,returning,True,True
TX000048,C09035,863.33,UPI,mobile,2026-08-09 04:23:00,success,,0,new,True,True
TX000049,C04228,919.9,CARD,mobile,2026-08-23 12:35:00,success,,0,returning,True,True
TX000050,C02085,1459.27,UPI,mobile,2026-08-29 02:57:00,success,,0,returning,True,True
TX000051,C00813,574.33,UPI,mobile,2026-08-09 09:15:00,success,,0,new,True,True
TX000052,C08303,734.06,NETBANKING,mobile,2026-08-02 21:49:00,success,,0,returning,True,True
TX000053,C09068,2280.89,CARD,mobile,2026-08-12 18:57:00,success,,0,returning,True,True
TX000054,C04218,1426.53,UPI,desktop,2026-08-17 01:56:00,success,,0,returning,True,True
TX000055,C08855,1185.19,CARD,mobile,2026-08-16 21:59:00,success,,0,returning,True,True
TX000056,C01789,2380.14,UPI,mobile,2026-08-24 06:11:00,success,,0,returning,True,True
TX000057,C01269,625.38,UPI,mobile,2026-08-17 21:37:00,success,,0,new,True,True
TX000058,C06816,843.76,UPI,mobile,2026-08-13 21:12:00,success,,0,returning,True,True
TX000059,C02345,1389.77,UPI,mobile,2026-08-17 09:31:00,failed,BANK_ERROR,3,returning,True,False
TX000060,C06140,1351.33,CARD,tablet,2026-08-29 07:17:00,success,,0,returning,True,True
TX000061,C00511,353.44,UPI,mobile,2026-08-07 19:54:00,success,,0,new,True,True
TX000062,C09687,783.27,UPI,mobile,2026-08-15 05:59:00,success,,0,returning,True,True
TX000063,C08369,963.88,CARD,desktop,2026-08-27 11:08:00,success,,0,returning,True,True
TX000064,C05637,1515.11,NETBANKING,mobile,2026-08-27 12:26:00,success,,0,new,True,True
TX000065,C00535,1347.55,CARD,mobile,2026-08-30 13:06:00,success,,0,returning,True,True
TX000066,C01286,1033.23,WALLET,tablet,2026-08-11 05:18:00,success,,0,returning,True,True
TX000067,C09264,236.27,CARD,mobile,2026-08-25 22:48:00,success,,0,returning,True,True
TX000068,C06850,1073.62,CARD,mobile,2026-08-25 00:27:00,failed,TIMEOUT,3,returning,True,False
TX000069,C08526,1150.77,UPI,mobile,2026-08-27 04:19:00,success,,0,returning,True,True
TX000070,C04802,7868.27,NETBANKING,mobile,2026-08-17 11:21:00,success,,0,returning,True,True
TX000071,C03783,940.22,CARD,desktop,2026-08-06 06:03:00,success,,0,returning,True,True
TX000072,C03950,1395.82,UPI,tablet,2026-08-19 15:44:00,success,,0,returning,True,True
TX000073,C05930,2736.02,UPI,mobile,2026-08-04 11:29:00,success,,0,new,True,True
TX000074,C05936,2001.29,CARD,mobile,2026-08-21 10:23:00,success,,0,returning,True,True
TX000075,C06863,3368.54,UPI,desktop,2026-08-06 16:50:00,success,,0,returning,True,True
TX000076,C08809,357.28,UPI,desktop,2026-08-27 14:42:00,success,,0,returning,True,True
TX000077,C02264,496.49,CARD,desktop,2026-08-16 13:05:00,failed,BANK_ERROR,0,returning,True,False
TX000078,C08275,697.12,WALLET,mobile,2026-08-29 19:00:00,success,,0,returning,True,True
TX000079,C03246,317.18,NETBANKING,desktop,2026-08-01 16:56:00,success,,0,returning,True,True
TX000080,C02733,1158.46,UPI,mobile,2026-08-26 05:44:00,success,,0,returning,True,True
TX000081,C07699,525.56,CARD,mobile,2026-08-02 13:13:00,success,,0,new,True,True
TX000082,C07069,3789.34,UPI,mobile,2026-08-04 07:45:00,success,,0,returning,True,True
TX000083,C02169,586.05,CARD,mobile,2026-08-18 15:55:00,success,,0,new,True,True
TX000084,C06920,847.55,UPI,mobile,2026-08-26 08:19:00,success,,0,returning,True,True
TX000085,C03956,2102.36,CARD,mobile,2026-08-16 07:42:00,success,,0,returning,True,True
TX000086,C09691,409.65,CARD,mobile,2026-08-03 01:24:00,success,,0,returning,True,True
TX000087,C01209,303.09,CARD,mobile,2026-08-21 10:18:00,success,,0,new,True,True
TX000088,C06700,1271.19,CARD,desktop,2026-08-20 19:53:00,success,,0,returning,True,True
TX000089,C04740,1350.06,CARD,desktop,2026-08-09 08:22:00,success,,0,new,True,True
TX000090,C09660,2049.72,NETBANKING,desktop,2026-08-04 19:31:00,success,,0,new,True,True
TX000091,C02495,1664.95,NETBANKING,mobile,2026-08-17 20:00:00,success,,0,returning,True,True
TX000092,C07431,1390.74,UPI,mobile,2026-08-24 03:36:00,success,,0,returning,True,True
TX000093,C09636,636.5,UPI,desktop,2026-08-11 13:41:00,success,,0,new,True,True
TX000094,C04872,1320.55,CARD,mobile,2026-08-24 13:26:00,success,,0,returning,True,True
TX000095,C08605,1386.39,CARD,desktop,2026-08-20 10:03:00,failed,BANK_ERROR,3,new,True,False
TX000096,C02924,619.26,WALLET,mobile,2026-08-10 14:07:00,success,,0,returning,True,True
TX000097,C07054,4878.63,CARD,mobile,2026-08-29 00:15:00,success,,0,returning,True,True
TX000098,C05151,1602.09,UPI,mobile,2026-08-06 09:29:00,success,,0,returning,True,True
TX000099,C04717,502.83,UPI,mobile,2026-08-08 16:56:00,success,,0,returning,True,True
TX000100,C04727,2058.37,NETBANKING,mobile,2026-08-28 14:05:00,success,,0,returning,True,True
TX000101,C01739,2370.13,NETBANKING,mobile,2026-08-07 10:00:00,success,,0,new,True,True
TX000102,C01573,1525.72,UPI,desktop,2026-08-08 16:25:00,success,,0,returning,True,True
TX000103,C00449,901.17,CARD,mobile,2026-08-25 13:38:00,success,,0,returning,True,True
TX000104,C08814,600.05,CARD,mobile,2026-08-02 04:09:00,success,,0,new,True,True
TX000105,C06055,1031.04,UPI,desktop,2026-08-26 23:51:00,success,,0,new,True,True
TX000106,C06988,1440.75,CARD,mobile,2026-08-21 15:43:00,success,,0,returning,True,True
TX000107,C04833,1108.1,NETBANKING,desktop,2026-08-06 11:00:00,success,,0,returning,True,True
TX000108,C07282,3508.09,NETBANKING,mobile,2026-08-04 22:52:00,success,,0,returning,True,True
TX000109,C02242,1809.01,WALLET,desktop,2026-08-06 07:12:00,success,,0,returning,True,True
TX000110,C05796,552.4,NETBANKING,desktop,2026-08-11 02:57:00,failed,TIMEOUT,2,returning,True,True
TX000111,C05495,465.58,UPI,mobile,2026-08-24 08:09:00,success,,0,returning,True,True
TX000112,C01214,1613.2,CARD,mobile,2026-08-02 17:53:00,success,,0,new,True,True
TX000113,C07101,917.11,UPI,desktop,2026-08-24 17:23:00,failed,BANK_ERROR,0,returning,True,False
TX000114,C00131,1941.47,UPI,mobile,2026-08-11 00:31:00,success,,0,new,True,True
TX000115,C03206,1601.33,UPI,mobile,2026-08-09 12:22:00,success,,0,returning,True,True
TX000116,C08139,1034.57,UPI,mobile,2026-08-05 00:53:00,success,,0,returning,True,True
TX000117,C08460,557.0,NETBANKING,desktop,2026-08-01 03:29:00,success,,0,returning,True,True
TX000118,C07116,326.4,UPI,mobile,2026-08-10 11:47:00,success,,0,new,True,True
TX000119,C02919,1301.5,UPI,mobile,2026-08-28 21:58:00,success,,0,new,True,True
TX000120,C06231,404.81,CARD,mobile,2026-08-16 20:52:00,success,,0,new,True,True
TX000121,C07934,540.73,CARD,tablet,2026-08-14 15:47:00,success,,0,returning,True,True
TX000122,C03800,1240.14,NETBANKING,mobile,2026-08-23 07:27:00,success,,0,returning,True,True
TX000123,C06426,1148.91,CARD,mobile,2026-08-14 10:40:00,success,,0,new,True,True
TX000124,C01582,439.49,UPI,tablet,2026-08-14 01:46:00,success,,0,returning,True,True
TX000125,C06875,2608.27,WALLET,mobile,2026-08-20 08:03:00,success,,0,new,True,True
TX000126,C01898,2547.94,UPI,tablet,2026-08-06 04:00:00,success,,0,returning,True,True
TX000127,C05695,1655.78,CARD,desktop,2026-08-23 00:22:00,success,,0,returning,True,True
TX000128,C08015,1654.13,CARD,mobile,2026-08-02 07:38:00,success,,0,new,True,True
TX000129,C04767,1655.8,UPI,mobile,2026-08-19 14:44:00,success,,0,returning,True,True
TX000130,C00997,23913.18,CARD,mobile,2026-08-15 10:55:00,success,,0,returning,True,True
TX000131,C06738,2352.42,UPI,mobile,2026-08-19 03:27:00,success,,0,new,True,True
TX000132,C04272,1846.62,NETBANKING,mobile,2026-08-10 23:08:00,success,,0,returning,True,True
TX000133,C05568,590.95,CARD,mobile,2026-08-21 08:56:00,success,,0,new,True,True
TX000134,C06715,907.37,UPI,desktop,2026-08-25 09:28:00,failed,BANK_ERROR,0,returning,True,False
TX000135,C05402,6986.44,UPI,mobile,2026-08-01 23:03:00,success,,0,new,True,True
TX000136,C06213,246.21,UPI,desktop,2026-08-17 01:14:00,success,,0,new,True,True
TX000137,C09059,751.79,UPI,mobile,2026-08-10 13:52:00,success,,0,returning,True,True
TX000138,C05933,2620.6,CARD,tablet,2026-08-25 09:07:00,success,,0,returning,True,True
TX000139,C06481,618.78,NETBANKING,mobile,2026-08-08 08:17:00,success,,0,new,True,True
TX000140,C06126,1888.76,UPI,mobile,2026-08-12 07:39:00,success,,0,new,True,True
TX000141,C00224,1137.35,UPI,mobile,2026-08-24 23:08:00,success,,0,returning,True,True
TX000142,C01680,651.14,CARD,desktop,2026-08-02 22:11:00,success,,0,new,True,True
TX000143,C02572,217.0,UPI,mobile,2026-08-29 17:49:00,success,,0,returning,True,True
TX000144,C04052,1273.04,UPI,desktop,2026-08-18 04:43:00,success,,0,returning,True,True
TX000145,C06566,581.72,UPI,desktop,2026-08-13 06:54:00,failed,CARD_DECLINED,0,new,True,True
TX000146,C06806,1000.46,UPI,desktop,2026-08-25 15:40:00,success,,0,new,True,True
TX000147,C09911,1642.52,NETBANKING,mobile,2026-08-27 18:27:00,success,,0,returning,True,True
TX000148,C06409,2192.08,UPI,mobile,2026-08-15 04:59:00,success,,0,returning,True,True
TX000149,C05304,749.98,UPI,desktop,2026-08-14 18:01:00,success,,0,returning,True,True
TX000150,C04491,650.24,CARD,mobile,2026-08-30 20:34:00,success,,0,returning,True,True
TX000151,C09441,399.93,CARD,mobile,2026-08-05 05:38:00,success,,0,returning,True,True
TX000152,C03642,2285.38,WALLET,mobile,2026-08-22 23:56:00,success,,0,returning,True,True
TX000153,C04660,5989.27,NETBANKING,mobile,2026-08-12 03:11:00,success,,0,returning,True,True
TX000154,C06266,2504.82,UPI,mobile,2026-08-18 21:57:00,success,,0,returning,True,True
TX000155,C06107,3021.56,CARD,desktop,2026-08-21 13:59:00,failed,BANK_ERROR,0,returning,True,False
TX000156,C03803,622.58,UPI,mobile,2026-08-05 23:00:00,success,,0,returning,True,True
TX000157,C05090,1564.08,UPI,desktop,2026-08-04 19:21:00,success,,0,returning,True,True
TX000158,C01563,2037.97,CARD,mobile,2026-08-23 07:00:00,success,,0,new,True,True
TX000159,C09723,100.0,UPI,mobile,2026-08-29 01:22:00,success,,0,new,True,True
TX000160,C07759,483.23,CARD,desktop,2026-08-11 13:52:00,success,,0,new,True,True
TX000161,C00966,4047.8,CARD,mobile,2026-08-15 04:11:00,success,,0,new,True,True
TX000162,C05536,349.28,NETBANKING,mobile,2026-08-26 17:28:00,success,,0,returning,True,True
TX000163,C09810,3473.85,UPI,mobile,2026-08-10 12:31:00,success,,0,new,True,True
TX000164,C09215,347.69,CARD,mobile,2026-08-15 05:53:00,success,,0,returning,True,True
TX000165,C03863,500.09,UPI,desktop,2026-08-24 09:53:00,success,,0,returning,True,True
TX000166,C09090,1587.13,NETBANKING,tablet,2026-08-04 16:56:00,success,,0,returning,True,True
TX000167,C01722,1159.61,UPI,mobile,2026-08-06 19:01:00,success,,0,new,True,True
TX000168,C00224,805.73,UPI,desktop,2026-08-08 13:31:00,success,,0,returning,True,True
TX000169,C03234,3900.32,UPI,tablet,2026-08-02 18:39:00,success,,0,new,True,True
TX000170,C06950,407.38,CARD,mobile,2026-08-24 20:59:00,success,,0,returning,True,True
TX000171,C07983,971.24,UPI,desktop,2026-08-20 00:43:00,success,,0,new,True,True
TX000172,C06544,1755.75,UPI,mobile,2026-08-14 09:22:00,success,,0,returning,True,True
TX000173,C04442,1373.06,CARD,mobile,2026-08-17 21:55:00,success,,0,returning,True,True
TX000174,C09238,666.37,CARD,mobile,2026-08-24 19:31:00,success,,0,new,True,True
TX000175,C03350,684.38,NETBANKING,tablet,2026-08-17 21:30:00,success,,0,returning,True,True
TX000176,C08510,2163.93,CARD,mobile,2026-08-10 14:03:00,success,,0,returning,True,True
TX000177,C05410,2252.24,NETBANKING,desktop,2026-08-07 03:49:00,success,,0,new,True,True
TX000178,C02691,1402.26,CARD,desktop,2026-08-01 10:43:00,success,,0,new,True,True
TX000179,C05206,564.99,UPI,mobile,2026-08-04 01:14:00,success,,0,returning,True,True
TX000180,C00092,700.54,UPI,mobile,2026-08-05 06:30:00,success,,0,returning,True,True
TX000181,C08811,1078.45,CARD,mobile,2026-08-29 10:38:00,success,,0,new,True,True
TX000182,C07680,1204.55,CARD,mobile,2026-08-29 23:03:00,success,,0,returning,True,True
TX000183,C09162,1698.8,NETBANKING,mobile,2026-08-01 15:25:00,success,,0,new,True,True
TX000184,C03157,932.85,UPI,desktop,2026-08-20 09:29:00,success,,0,new,True,True
TX000185,C09576,2122.46,CARD,mobile,2026-08-19 08:28:00,success,,0,returning,True,True
TX000186,C04174,2102.34,CARD,mobile,2026-08-10 05:16:00,success,,0,new,True,True
TX000187,C01270,3116.24,CARD,mobile,2026-08-10 20:24:00,success,,0,returning,True,True
TX000188,C04588,1115.22,UPI,mobile,2026-08-06 18:23:00,success,,0,returning,True,True
TX000189,C08558,1421.31,CARD,desktop,2026-08-16 00:37:00,success,,0,returning,True,True
TX000190,C09432,988.2,CARD,mobile,2026-08-13 14:49:00,success,,0,new,True,True
TX000191,C07757,569.88,UPI,mobile,2026-08-11 13:13:00,success,,0,returning,True,True
TX000192,C03547,5848.32,UPI,desktop,2026-08-07 16:00:00,success,,0,new,True,True
TX000193,C02349,2769.68,UPI,desktop,2026-08-15 17:10:00,success,,0,new,True,True
TX000194,C01275,2065.92,NETBANKING,mobile,2026-08-24 06:55:00,success,,0,new,True,True
TX000195,C07204,1085.94,UPI,mobile,2026-08-14 18:28:00,success,,0,new,True,True
TX000196,C08199,534.96,CARD,mobile,2026-08-18 21:31:00,success,,0,returning,True,True
TX000197,C06182,2392.5,CARD,desktop,2026-08-17 03:44:00,success,,0,returning,True,True
TX000198,C05108,974.92,NETBANKING,mobile,2026-08-04 13:24:00,success,,0,returning,True,True
TX000199,C09919,1525.91,NETBANKING,tablet,2026-08-29 20:14:00,success,,0,returning,True,True
TX000200,C04551,698.56,CARD,desktop,2026-08-26 12:12:00,success,,0,returning,True,True
TX000201,C07236,1334.05,CARD,desktop,2026-08-06 11:20:00,success,,0,new,True,True
TX000202,C09141,731.02,NETBANKING,mobile,2026-08-09 02:26:00,success,,0,new,True,True
TX000203,C00415,752.33,NETBANKING,desktop,2026-08-16 17:54:00,success,,0,new,True,True
TX000204,C06949,1320.33,UPI,mobile,2026-08-09 16:36:00,success,,0,returning,True,True
TX000205,C06267,344.31,UPI,desktop,2026-08-01 11:39:00,success,,0,new,True,True
TX000206,C03209,355.68,UPI,mobile,2026-08-01 06:07:00,success,,0,returning,True,True
TX000207,C09605,617.23,UPI,mobile,2026-08-17 18:54:00,success,,0,returning,True,True
TX000208,C04158,924.49,CARD,mobile,2026-08-13 10:13:00,success,,0,returning,True,True
TX000209,C00550,2177.92,CARD,mobile,2026-08-19 03:02:00,success,,0,new,True,True
TX000210,C00720,964.92,WALLET,desktop,2026-08-13 11:28:00,success,,0,new,True,True
TX000211,C00938,1080.51,WALLET,desktop,2026-08-22 10:14:00,success,,0,returning,True,True
TX000212,C09955,870.5,CARD,mobile,2026-08-22 13:07:00,success,,0,returning,True,True
TX000213,C08939,1419.66,NETBANKING,mobile,2026-08-02 07:29:00,success,,0,returning,True,True
TX000214,C02510,565.79,CARD,mobile,2026-08-06 23:47:00,success,,0,new,True,True
TX000215,C01357,1005.25,UPI,desktop,2026-08-03 13:13:00,success,,0,new,True,True
TX000216,C07265,1512.27,CARD,mobile,2026-08-05 10:28:00,success,,0,returning,True,True
TX000217,C08915,1311.96,UPI,desktop,2026-08-30 19:32:00,success,,0,new,True,True
TX000218,C00274,1107.74,UPI,mobile,2026-08-15 09:40:00,success,,0,returning,True,True
TX000219,C02773,1118.35,NETBANKING,mobile,2026-08-17 16:02:00,success,,0,returning,True,True
TX000220,C08460,1633.37,UPI,mobile,2026-08-19 22:47:00,success,,0,returning,True,True
TX000221,C01008,6139.79,UPI,desktop,2026-08-23 19:47:00,success,,0,new,True,True
TX000222,C02417,593.55,CARD,mobile,2026-08-21 04:18:00,success,,0,returning,True,True
TX000223,C00730,6322.33,UPI,mobile,2026-08-24 00:06:00,success,,0,returning,True,True
TX000224,C06706,574.42,UPI,desktop,2026-08-01 03:31:00,success,,0,returning,True,True
TX000225,C05099,200.51,UPI,mobile,2026-08-16 12:57:00,success,,0,returning,True,True
TX000226,C07640,720.1,CARD,mobile,2026-08-26 18:25:00,success,,0,returning,True,True
TX000227,C07586,1441.45,UPI,desktop,2026-08-09 07:20:00,success,,0,returning,True,True
TX000228,C01416,4919.37,UPI,mobile,2026-08-01 21:57:00,success,,0,returning,True,True
TX000229,C02775,534.47,CARD,mobile,2026-08-18 01:05:00,success,,0,new,True,True
TX000230,C07543,1625.44,UPI,desktop,2026-08-12 05:29:00,success,,0,new,True,True
TX000231,C05043,381.39,NETBANKING,mobile,2026-08-09 16:43:00,success,,0,returning,True,True
TX000232,C02175,4746.52,UPI,mobile,2026-08-14 01:33:00,success,,0,new,True,True
TX000233,C02917,2817.35,UPI,mobile,2026-08-19 20:10:00,success,,0,returning,True,True
TX000234,C03703,753.45,NETBANKING,mobile,2026-08-10 01:36:00,success,,0,new,True,True
TX000235,C02902,278.52,WALLET,mobile,2026-08-21 00:09:00,success,,0,returning,True,True
TX000236,C04335,3239.25,UPI,mobile,2026-08-17 13:09:00,success,,0,returning,True,True
TX000237,C05716,1000.61,CARD,mobile,2026-08-29 17:14:00,success,,0,new,True,True
TX000238,C02794,2952.04,UPI,desktop,2026-08-18 13:15:00,success,,0,new,True,True
TX000239,C02552,1101.24,CARD,mobile,2026-08-20 17:53:00,success,,0,new,True,True
TX000240,C05684,1138.63,CARD,mobile,2026-08-14 03:19:00,success,,0,new,True,True
TX000241,C03399,765.05,UPI,tablet,2026-08-26 02:30:00,success,,0,new,True,True
TX000242,C04407,1804.94,UPI,desktop,2026-08-12 18:02:00,success,,0,returning,True,True
TX000243,C03576,1207.41,CARD,mobile,2026-08-06 05:56:00,success,,0,new,True,True
TX000244,C08472,1654.99,CARD,mobile,2026-08-07 08:42:00,success,,0,new,True,True
TX000245,C07656,321.41,CARD,mobile,2026-08-18 04:46:00,success,,0,new,True,True
TX000246,C09641,3047.7,NETBANKING,mobile,2026-08-05 18:15:00,success,,0,returning,True,True
TX000247,C05880,3793.03,NETBANKING,mobile,2026-08-20 04:17:00,success,,0,new,True,True
TX000248,C07791,1202.96,UPI,mobile,2026-08-05 13:27:00,success,,0,returning,True,True
TX000249,C03066,5702.15,NETBANKING,mobile,2026-08-22 05:54:00,success,,0,new,True,True
TX000250,C08959,4466.11,UPI,mobile,2026-08-29 01:30:00,success,,0,returning,True,True
TX000251,C07479,1837.76,CARD,mobile,2026-08-19 04:10:00,success,,0,returning,True,True
TX000252,C07760,3277.73,NETBANKING,mobile,2026-08-17 23:39:00,success,,0,new,True,True
TX000253,C09846,2557.38,UPI,mobile,2026-08-14 15:52:00,success,,0,returning,True,True
TX000254,C00658,268.54,WALLET,desktop,2026-08-24 01:44:00,success,,0,returning,True,True
TX000255,C01768,884.02,UPI,desktop,2026-08-27 06:46:00,success,,0,returning,True,True
TX000256,C06566,1946.98,CARD,mobile,2026-08-08 13:44:00,success,,0,new,True,True
TX000257,C04925,4035.53,NETBANKING,tablet,2026-08-24 20:26:00,success,,0,returning,True,True
TX000258,C03252,363.55,WALLET,mobile,2026-08-07 08:25:00,success,,0,returning,True,True
TX000259,C02129,280.7,CARD,desktop,2026-08-03 10:45:00,success,,0,returning,True,True
TX000260,C01482,1048.97,UPI,desktop,2026-08-16 18:02:00,success,,0,new,True,True
TX000261,C07516,209.78,UPI,mobile,2026-08-30 23:22:00,success,,0,returning,True,True
TX000262,C02417,1021.17,UPI,mobile,2026-08-14 23:54:00,success,,0,returning,True,True
TX000263,C01317,1470.38,UPI,desktop,2026-08-20 20:49:00,success,,0,new,True,True
TX000264,C01478,517.03,CARD,mobile,2026-08-26 06:35:00,success,,0,new,True,True
TX000265,C06132,1043.0,UPI,mobile,2026-08-05 13:07:00,success,,0,new,True,True
TX000266,C07714,2354.57,CARD,mobile,2026-08-10 16:05:00,success,,0,new,True,True
TX000267,C07739,717.52,CARD,desktop,2026-08-12 01:08:00,success,,0,returning,True,True
TX000268,C01570,581.55,UPI,mobile,2026-08-07 01:50:00,success,,0,new,True,True
TX000269,C06552,1006.64,CARD,desktop,2026-08-20 07:46:00,success,,0,new,True,True
TX000270,C09781,479.05,UPI,mobile,2026-08-23 05:21:00,success,,0,returning,True,True
TX000271,C09609,5280.52,UPI,desktop,2026-08-09 02:35:00,failed,TIMEOUT,2,new,True,False
TX000272,C08216,1128.01,NETBANKING,mobile,2026-08-19 02:55:00,success,,0,new,True,True
TX000273,C01266,626.54,CARD,mobile,2026-08-09 13:18:00,success,,0,returning,True,True
TX000274,C00725,1301.38,UPI,mobile,2026-08-16 10:55:00,success,,0,returning,True,True
TX000275,C06293,1002.39,CARD,mobile,2026-08-13 23:15:00,success,,0,returning,True,True
TX000276,C05097,918.94,UPI,desktop,2026-08-02 14:02:00,success,,0,returning,True,True
TX000277,C04277,717.38,WALLET,mobile,2026-08-08 10:37:00,success,,0,returning,True,True
TX000278,C06525,691.83,CARD,desktop,2026-08-22 03:49:00,success,,0,returning,True,True
TX000279,C01354,326.31,UPI,desktop,2026-08-30 20:23:00,success,,0,returning,True,True
TX000280,C06627,3273.12,NETBANKING,mobile,2026-08-15 12:27:00,success,,0,returning,True,True
TX000281,C02110,1739.31,CARD,mobile,2026-08-21 16:38:00,success,,0,returning,True,True
TX000282,C00190,1406.7,CARD,tablet,2026-08-19 06:46:00,success,,0,returning,True,True
TX000283,C06922,989.96,CARD,mobile,2026-08-12 18:30:00,success,,0,new,True,True
TX000284,C01900,510.59,CARD,desktop,2026-08-21 11:48:00,success,,0,new,True,True
TX000285,C08226,598.8,UPI,mobile,2026-08-16 05:58:00,failed,TIMEOUT,2,returning,True,True
TX000286,C02931,351.5,WALLET,mobile,2026-08-18 10:51:00,success,,0,returning,True,True
TX000287,C01311,653.76,UPI,mobile,2026-08-27 20:36:00,failed,BANK_ERROR,3,new,True,False
TX000288,C07615,461.63,UPI,mobile,2026-08-23 06:47:00,success,,0,new,True,True
TX000289,C07541,4228.97,UPI,desktop,2026-08-17 19:22:00,success,,0,returning,True,True
TX000290,C04135,2220.11,UPI,mobile,2026-08-02 01:42:00,success,,0,returning,True,True
TX000291,C08893,1166.65,UPI,mobile,2026-08-19 23:32:00,success,,0,returning,True,True
TX000292,C00288,550.58,UPI,mobile,2026-08-02 14:54:00,success,,0,new,True,True
TX000293,C09762,478.28,UPI,desktop,2026-08-25 04:17:00,success,,0,new,True,True
TX000294,C06492,941.74,UPI,mobile,2026-08-05 07:17:00,success,,0,new,True,True
