customer_id,customer_type
C00926,new
C00927,returning
C00928,returning
C00929,returning
C00930,new
C00931,new
C00932,returning
C00933,new
C00934,new
C00935,returning
C00936,returning
C00937,returning
C00938,returning
C00939,returning
C00940,new
C00941,returning
C00942,returning
C00943,returning
C00944,returning
C00945,new
C00946,new
C00947,returning
C00948,new
C00949,returning
C00950,returning
C00951,returning
C00952,returning
C00953,returning
C00954,returning
C00955,returning
C00956,returning
C00957,new
C00958,returning
C00959,returning
C00960,returning
C00961,returning
C00962,returning
C00963,returning
C00964,returning
C00965,new
C00966,new
C00967,new
C00968,returning
C00969,returning
C00970,returning
C00971,new
C00972,new
C00973,returning
C00974,returning
C00975,new
C00976,returning
C00977,new
C00978,returning
C00979,new
C00980,returning
C00981,new
C00982,returning
C00983,new
C00984,returning
C00985,returning
C00986,returning
C00987,returning
C00988,returning
C00989,returning
C00990,new
C00991,returning
C00992,new
C00993,returning
C00994,returning
C00995,returning
C00996,new
C00997,returning
C00998,returning
C00999,returning
C01000,returning
C01001,new
C01002,returning
C01003,returning
C01004,returning
C01005,returning
C01006,returning
C01007,new
C01008,new
C01009,returning
C01010,returning
C01011,returning
C01012,returning
C01013,returning
C01014,new
C01015,returning
C01016,new
C01017,new
C01018,returning
C01019,new
C01020,returning
C01021,new
C01022,new
C01023,returning
C01024,new
C01025,new
C01026,returning
C01027,new
C01028,returning
C01029,new
C01030,new
C01031,new
C01032,new
C01033,returning
C01034,new
C01035,new
C01036,returning
C01037,new
C01038,new
C01039,new
C01040,new
C01041,returning
C01042,returning
C01043,returning
C01044,returning
C01045,returning
C01046,returning
C01047,new
C01048,returning
C01049,returning
C01050,new
C01051,returning
C01052,returning
C01053,returning
C01054,returning
C01055,returning
C01056,new
C01057,returning
C01058,returning
C01059,returning
C01060,returning
C01061,returning
C01062,new
C01063,new
C01064,returning
C01065,new
C01066,new
C01067,returning
C01068,returning
C01069,new
C01070,returning
C01071,returning
C01072,returning
C01073,returning
C01074,new
C01075,returning
C01076,returning
C01077,returning
C01078,returning
C01079,returning
C01080,new
C01081,returning
C01082,new
C01083,new
C01084,returning
C01085,returning
C01086,new
C01087,returning
C01088,returning
C01089,returning
C01090,new
C01091,returning
C01092,new
C01093,returning
C01094,new
C01095,new
C01096,returning
C01097,returning
C01098,returning
C01099,returning
C01100,returning
C01101,new
C01102,new
C01103,returning
C01104,returning
C01105,returning
C01106,returning
C01107,returning
C01108,returning
C01109,returning
C01110,returning
C01111,returning
C01112,new
C01113,returning
C01114,new
C01115,new
C01116,returning
C01117,returning
C01118,returning
C01119,returning
C01120,returning
C01121,returning
C01122,returning
C01123,returning
C01124,returning
C01125,returning
C01126,new
C01127,returning
C01128,returning
C01129,new
C01130,new
C01131,returning
C01132,new
C01133,new
C01134,new
C01135,returning
C01136,returning
C01137,returning
C01138,new
C01139,returning
C01140,new
C01141,returning
C01142,new
C01143,returning
C01144,new
C01145,returning
C01146,returning
C01147,returning
C01148,returning
C01149,new
C01150,new
C01151,new
C01152,returning
C01153,returning
C01154,new
C01155,returning
C01156,returning
C01157,returning
C01158,new
C01159,returning
C01160,new
C01161,returning
C01162,new
C01163,returning
C01164,returning
C01165,returning
C01166,new
C01167,returning
C01168,returning
C01169,new
C01170,new
C01171,new
C01172,new
C01173,new
C01174,new
C01175,new
C01176,returning
C01177,new
C01178,returning
C01179,returning
C01180,returning
C01181,returning
C01182,returning
C01183,new
C01184,returning
C01185,new
C01186,new
C01187,returning
C01188,returning
C01189,returning
C01190,returning
C01191,returning
C01192,returning
C01193,new
C01194,new
C01195,new
C01196,returning
C01197,returning
C01198,returning
C01199,returning
C01200,new
C01201,returning
C01202,new
C01203,returning
C01204,returning
C01205,returning
C01206,new
C01207,new
C01208,new
C01209,new
C01210,returning
C01211,new
C01212,returning
C01213,returning
C01214,new
C01215,returning
C01216,returning
C01217,returning
C01218,new
C01219,new
C01220,new
C01221,returning
C01222,returning
C01223,returning
C01224,new
C01225,returning
C01226,returning
C01227,returning
C01228,returning
C01229,returning
C01230,returning
C01231,returning
C01232,returning
C01233,returning
C01234,returning
C01235,returning
C01236,new
C01237,new
C01238,returning
C01239,new
C01240,new
C01241,new
C01242,returning
C01243,new
C01244,returning
C01245,new
C01246,returning
C01247,new
C01248,returning
C01249,returning
C01250,returning
C01251,returning
C01252,returning
C01253,returning
C01254,returning
C01255,returning
C01256,returning
C01257,returning
C01258,returning
C01259,new
C01260,returning
C01261,new
C01262,new
C01263,new
C01264,returning
C01265,new
C01266,returning
C01267,returning
C01268,new
C01269,new
C01270,returning
C01271,returning
C01272,returning
C01273,new
C01274,returning
C01275,new
C01276,returning
C01277,new
C01278,returning
C01279,returning
C01280,returning
C01281,new
C01282,new
C01283,returning
C01284,new
C01285,returning
C01286,returning
C01287,returning
C01288,returning
C01289,new
C01290,returning
C01291,new
C01292,new
C01293,returning
C01294,returning
C01295,returning
C01296,returning
C01297,returning
C01298,new
C01299,returning
C01300,returning
C01301,returning
C01302,returning
C01303,returning
C01304,returning
C01305,returning
C01306,returning
C01307,returning
C01308,returning
C01309,returning
C01310,returning
C01311,new
C01312,new
C01313,returning
C01314,returning
C01315,new
C01316,new
C01317,new
C01318,returning
C01319,new
C01320,returning
C01321,returning
C01322,returning
C01323,new
C01324,new
C01325,returning
C01326,new
C01327,returning
C01328,new
C01329,returning
C01330,returning
C01331,returning
C01332,new
C01333,returning
C01334,returning
C01335,returning
C01336,new
C01337,returning
C01338,new
C01339,returning
C01340,returning
C01341,returning
C01342,new
C01343,returning
C01344,returning
C01345,returning
C01346,returning
C01347,returning
C01348,returning
C01349,returning
C01350,new
C01351,returning
C01352,returning
C01353,returning
C01354,returning
C01355,returning
C01356,new
C01357,new
C01358,returning
C01359,returning
C01360,returning
C01361,new
C01362,returning
C01363,returning
C01364,new
C01365,returning
C01366,new
C01367,returning
C01368,new
C01369,returning
C01370,returning
C01371,new
C01372,returning
C01373,new
C01374,new
C01375,new
C01376,returning
C01377,new
C01378,returning
C01379,returning
C01380,new
C01381,returning
C01382,returning
C01383,returning
C01384,returning
C01385,new
C01386,new
C01387,returning
C01388,returning
C01389,new
C01390,returning
C01391,returning
C01392,new
C01393,new
C01394,new
C01395,returning
C01396,returning
C01397,returning
C01398,returning
C01399,new
C01400,new
C01401,new
C01402,new
C01403,returning
C01404,returning
C01405,returning
C01406,new
C01407,returning
C01408,returning
C01409,new
C01410,returning
C01411,new
C01412,new
C01413,returning
C01414,returning
C01415,new
C01416,returning
C01417,returning
C01418,new
C01419,returning
C01420,new
C01421,returning
C01422,returning
C01423,returning
C01424,returning
C01425,returning
C01426,returning
C01427,returning
C01428,returning
C01429,new
C01430,new
C01431,returning
C01432,new
C01433,returning
C01434,returning
C01435,returning
C01436,returning
C01437,new
C01438,new
C01439,returning
C01440,returning
C01441,new
C01442,returning
C01443,returning
C01444,returning
C01445,returning
C01446,returning
C01447,new
C01448,returning
C01449,returning
C01450,new
C01451,new
C01452,new
C01453,new
C01454,returning
C01455,returning
C01456,returning
C01457,returning
C01458,new
C01459,returning
C01460,new
C01461,returning
C01462,returning
C01463,returning
C01464,new
C01465,new
C01466,returning
C01467,returning
C01468,returning
C01469,returning
C01470,returning
C01471,returning
C01472,returning
C01473,returning
C01474,returning
C01475,returning
C01476,returning
C01477,returning
C01478,new
C01479,returning
C01480,returning
C01481,returning
C01482,new
C01483,new
C01484,returning
C01485,new
C01486,returning
C01487,returning
C01488,returning
C01489,returning
C01490,new
C01491,returning
C01492,returning
C01493,returning
C01494,new
C01495,returning
C01496,returning
C01497,new
C01498,returning
C01499,returning
C01500,returning
C01501,returning
C01502,returning
C01503,new
C01504,returning
C01505,returning
C01506,new
C01507,new
C01508,returning
C01509,returning
C01510,returning
C01511,returning
C01512,returning
C01513,returning
C01514,returning
C01515,returning
C01516,returning
C01517,returning
C01518,returning
C01519,returning
C01520,returning
C01521,new
C01522,new
C01523,returning
C01524,returning
C01525,returning
C01526,returning
C01527,new
C01528,new
C01529,returning
C01530,returning
C01531,new
C01532,returning
C01533,returning
C01534,new
C01535,returning
C01536,returning
C01537,returning
C01538,returning
C01539,new
C01540,returning
C01541,returning
C01542,new
C01543,new
C01544,new
C01545,returning
C01546,returning
C01547,returning
C01548,returning
C01549,returning
C01550,returning
C01551,returning
C01552,returning
C01553,new
C01554,new
C01555,new
C01556,returning
C01557,new
C01558,returning
C01559,returning
C01560,returning
C01561,returning
C01562,returning
C01563,new
C01564,new
C01565,returning
C01566,returning
C01567,returning
C01568,returning
C01569,returning
C01570,new
C01571,returning
C01572,returning
C01573,returning
C01574,returning
C01575,new
C01576,returning
C01577,returning
C01578,returning
C01579,new
C01580,returning
C01581,returning
C01582,returning
C01583,new
C01584,new
C01585,new
C01586,new
C01587,new
C01588,returning
C01589,new
C01590,returning
C01591,returning
C01592,returning
C01593,new
C01594,returning
C01595,returning
C01596,new
C01597,new
C01598,returning
C01599,returning
C01600,new
C01601,returning
C01602,new
C01603,returning
C01604,returning
C01605,returning
C01606,returning
C01607,returning
C01608,returning
C01609,new
C01610,new
C01611,returning
C01612,returning
C01613,returning
C01614,returning
C01615,returning
C01616,returning
C01617,returning
C01618,returning
C01619,new
C01620,returning
C01621,returning
C01622,returning
C01623,returning
C01624,new
C01625,new
C01626,new
C01627,returning
C01628,returning
C01629,new
C01630,returning
C01631,new
C01632,returning
C01633,returning
C01634,returning
C01635,returning
C01636,new
C01637,returning
C01638,returning
C01639,new
C01640,returning
C01641,new
C01642,new
C01643,new
C01644,new
C01645,returning
C01646,returning
C01647,new
C01648,returning
C01649,new
C01650,new
C01651,returning
C01652,new
C01653,returning
C01654,returning
C01655,returning
C01656,returning
C01657,new
C01658,new
C01659,returning
C01660,returning
C01661,returning
C01662,new
C01663,returning
C01664,new
C01665,returning
C01666,returning
C01667,returning
C01668,returning
C01669,returning
C01670,returning
C01671,returning
C01672,returning
C01673,returning
C01674,returning
C01675,returning
C01676,returning
C01677,returning
C01678,new
C01679,returning
C01680,new
C01681,returning
C01682,returning
C01683,new
C01684,returning
C01685,returning
C01686,new
C01687,returning
C01688,returning
C01689,returning
C01690,new
C01691,returning
C01692,returning
C01693,new
C01694,returning
C01695,returning
C01696,new
C01697,new
C01698,new
C01699,returning
C01700,returning
C01701,returning
C01702,returning
C01703,new
C01704,returning
C01705,new
C01706,returning
C01707,returning
C01708,new
C01709,new
C01710,returning
C01711,returning
C01712,returning
C01713,new
C01714,returning
C01715,returning
C01716,returning
C01717,returning
C01718,returning
C01719,returning
C01720,returning
C01721,returning
C01722,new
C01723,returning
C01724,returning
C01725,returning
C01726,returning
C01727,returning
C01728,returning
C01729,returning
C01730,new
C01731,returning
C01732,returning
C01733,returning
C01734,new
C01735,returning
C01736,new
C01737,returning
C01738,new
C01739,new
C01740,new
C01741,new
C01742,returning
C01743,returning
C01744,returning
C01745,returning
C01746,returning
C01747,returning
C01748,new
C01749,new
C01750,new
C01751,new
C01752,returning
C01753,returning
C01754,new
C01755,new
C01756,returning
C01757,new
C01758,returning
C01759,returning
C01760,returning
C01761,returning
C01762,returning
C01763,returning
C01764,new
C01765,new
C01766,returning
C01767,new
C01768,returning
C01769,new
C01770,new
C01771,new
C01772,returning
C01773,new
C01774,new
C01775,returning
C01776,returning
C01777,new
C01778,new
C01779,returning
C01780,returning
C01781,returning
C01782,returning
C01783,returning
C01784,returning
C01785,new
C01786,new
C01787,returning
C01788,new
C01789,returning
C01790,new
C01791,returning
C01792,new
C01793,returning
C01794,returning
C01795,returning
C01796,new
C01797,returning
C01798,returning
C01799,new
C01800,returning
C01801,returning
C01802,returning
C01803,new
C01804,returning
C01805,returning
C01806,new
C01807,returning
C01808,new
C01809,returning
C01810,returning
C01811,returning
C01812,returning
C01813,returning
C01814,returning
C01815,new
C01816,returning
C01817,new
C01818,returning
C01819,returning
C01820,new
C01821,returning
C01822,returning
C01823,returning
C01824,returning
C01825,returning
C01826,new
C01827,returning
C01828,new
C01829,returning
C01830,returning
C01831,returning
C01832,returning
C01833,returning
C01834,returning
C01835,returning
C01836,returning
C01837,new
C01838,returning
C01839,new
C01840,returning
C01841,new
C01842,returning
C01843,returning
C01844,returning
C01845,returning
C01846,returning
C01847,returning
C01848,new
C01849,new
C01850,new
C01851,returning
C01852,new
C01853,new
C01854,returning
C01855,returning
C01856,returning
C01857,returning
C01858,new
C01859,returning
C01860,returning
C01861,returning
C01862,returning
C01863,new
C01864,returning
C01865,new
C01866,new
C01867,new
C01868,new
C01869,new
C01870,new
C01871,returning
C01872,returning
C01873,new
C01874,returning
C01875,new
C01876,returning
C01877,returning
C01878,new
C01879,new
C01880,new
C01881,returning
C01882,returning
C01883,returning
C01884,returning
C01885,new
C01886,new
C01887,returning
C01888,new
C01889,returning
C01890,new
C01891,new
C01892,new
C01893,returning
C01894,returning
C01895,returning
C01896,returning
C01897,returning
C01898,returning
C01899,returning
C01900,new
C01901,new
C01902,returning
C01903,returning
C01904,new
C01905,returning
C01906,returning
C01907,new
C01908,returning
C01909,new
C01910,returning
C01911,returning
C01912,returning
C01913,new
C01914,new
C01915,returning
C01916,new
C01917,new
C01918,returning
C01919,new
C01920,returning
C01921,returning
C01922,returning
C01923,returning
C01924,returning
C01925,new
C01926,returning
C01927,returning
C01928,returning
C01929,returning
C01930,returning
C01931,returning
C01932,returning
C01933,new
C01934,new
C01935,new
C01936,returning
C01937,returning
C01938,new
C01939,returning
C01940,new
C01941,returning
C01942,returning
C01943,returning
C01944,returning
C01945,returning
C01946,returning
C01947,returning
C01948,returning
C01949,returning
C01950,returning
C01951,returning
C01952,returning
C01953,returning
C01954,returning
C01955,returning
C01956,new
C01957,new
C01958,returning
C01959,returning
C01960,returning
C01961,new
C01962,new
C01963,new
C01964,new
C01965,returning
C01966,returning
C01967,returning
C01968,returning
C01969,new
C01970,new
C01971,new
C01972,returning
C01973,returning
C01974,new
C01975,returning
C01976,returning
C01977,returning
C01978,returning
C01979,new
C01980,new
C01981,new
C01982,new
C01983,returning
C01984,returning
C01985,new
C01986,returning
C01987,returning
C01988,new
C01989,new
C01990,returning
C01991,new
C01992,returning
C01993,new
C01994,returning
C01995,returning
C01996,new
C01997,returning
C01998,returning
C01999,new
C02000,new
C02001,new
C02002,returning
C02003,new
C02004,new
C02005,new
C02006,returning
C02007,returning
C02008,returning
C02009,returning
C02010,returning
C02011,returning
C02012,returning
C02013,returning
C02014,returning
C02015,returning
C02016,new
C02017,returning
C02018,new
C02019,returning
C02020,returning
C02021,returning
C02022,returning
C02023,new
C02024,returning
C02025,returning
C02026,returning
C02027,returning
C02028,returning
C02029,returning
C02030,new
C02031,new
C02032,new
C02033,returning
C02034,returning
C02035,returning
C02036,new
C02037,returning
C02038,new
C02039,new
C02040,returning
C02041,returning
C02042,returning
C02043,new
C02044,returning
C02045,returning
C02046,returning
C02047,returning
C02048,returning
C02049,new
C02050,returning
C02051,new
C02052,returning
C02053,returning
C02054,new
C02055,returning
C02056,returning
C02057,new
C02058,returning
C02059,new
C02060,returning
C02061,returning
C02062,returning
C02063,returning
C02064,returning
C02065,returning
C02066,new
C02067,returning
C02068,returning
C02069,new
C02070,returning
C02071,returning
C02072,returning
C02073,returning
C02074,returning
C02075,returning
C02076,returning
C02077,new
C02078,new
C02079,new
C02080,returning
C02081,returning
C02082,returning
C02083,new
C02084,new
C02085,returning
C02086,returning
C02087,returning
C02088,returning
C02089,returning
C02090,new
C02091,returning
C02092,returning
C02093,returning
C02094,returning
C02095,new
C02096,returning
C02097,new
C02098,returning
C02099,returning
C02100,returning
